
+===============================================================================================+
|   ____    _    _____ _____   ___ _   _    ____    ___     _______         ____    ___   ___   |
|  / ___|  / \  |  ___| ____| |_ _| \ | |  / ___|  / \ \   / / ____| __   _|___ \  / _ \ / _ \  |
|  \___ \ / _ \ | |_  |  _|    | ||  \| | | |     / _ \ \ / /|  _|   \ \ / / __) || | | | | | | |
|   ___) / ___ \|  _| | |___   | || |\  | | |___ / ___ \ V / | |___   \ V / / __/ | |_| | |_| | |
|  |____/_/   \_\_|   |_____| |___|_| \_|  \____/_/   \_\_/  |_____|   \_/ |_____(_)___(_)___/  |
|                                                                                               |
+===============================================================================================+
|                                                                                               |
| Mesh info:                                                                                    |
+---------------+------------+------------------------------------------+-----------------------+
| # of elements | # of nodes | Location                                 |                       |
+---------------+------------+------------------------------------------+-----------------------+
| 32839         | 7474       | ../../../../grids/cavern_regular_1200_3D |                       |
+---------------+------------+------------------------------------------+-----------------------+
|                                                                                               |
| Partition(s) info:                                                                            |
+-------------+---------------+------------+----------------------------------------------------+
| Partition # | # of elements | # of nodes |                                                    |
+-------------+---------------+------------+----------------------------------------------------+
|      1      |     32839     |    7474    |                                                    |
+-------------+---------------+------------+----------------------------------------------------+
|                                                                                               |
| Solver info:                                                                                  |
+----------+---------+----------+--------+------------------------------------------------------+
| KSP_type | PC_type |   rtol   | max_it |                                                      |
+----------+---------+----------+--------+------------------------------------------------------+
|    cg    |   asm   | 1.0e-10  |  100   |                                                      |
+----------+---------+----------+--------+------------------------------------------------------+
|                                                                                               |
| Constitutive model:                                                                           |
+---------------+--------------------------------------------------+----------------------------+
| Element type  | List of elements                                 |                            |
+---------------+--------------------------------------------------+----------------------------+
| elastic       | spring                                           |                            |
| non-elastic   | kelvin, creep_dislocation, creep_pressure, desai |                            |
| thermoelastic |                                                  |                            |
+---------------+--------------------------------------------------+----------------------------+
|                                                                                               |
| Output info:                                                                                  |
+--------------------+------------------+-------------------------+-----------------------------+
| Location           | Field name       | Label name              |                             |
+--------------------+------------------+-------------------------+-----------------------------+
| output/case_leaching_linear_csv(180)_365days_SA_SIC_regular1200/operation | u                | Displacement (m)       |
| output/case_leaching_linear_csv(180)_365days_SA_SIC_regular1200/operation | eps_tot          | Total strain (-)       |
| output/case_leaching_linear_csv(180)_365days_SA_SIC_regular1200/operation | eps_vp           | Viscoplastic strain (-)|
| output/case_leaching_linear_csv(180)_365days_SA_SIC_regular1200/operation | alpha            | Hardening parameter (-)|
| output/case_leaching_linear_csv(180)_365days_SA_SIC_regular1200/operation | Fvp              | Yield function (-)     |
| output/case_leaching_linear_csv(180)_365days_SA_SIC_regular1200/operation | p_elems          | Mean stress (Pa)       |
| output/case_leaching_linear_csv(180)_365days_SA_SIC_regular1200/operation | q_elems          | Von Mises stress (Pa)  |
| output/case_leaching_linear_csv(180)_365days_SA_SIC_regular1200/operation | sig              | Stress (Pa)            |
+--------------------+------------------+-------------------------+-----------------------------+
|                                                                                               |
+--------------+-----------+--------------------+------------+------------------+---------------+
| Step counter | dt (hour) | t / t_final (hour) | # of iters | Non-linear error |               |
|     4196     |   2.000   | 8392.000 / 9480.0  |     3      |    1.9692e-09    |               |
|     4197     |   2.000   | 8394.000 / 9480.0  |     4      |    9.6166e-11    |               |
|     4198     |   2.000   | 8396.000 / 9480.0  |     3      |    1.9963e-09    |               |
|     4199     |   2.000   | 8398.000 / 9480.0  |     4      |    9.5798e-11    |               |
|     4200     |   2.000   | 8400.000 / 9480.0  |     3      |    2.0290e-09    |               |
|     4201     |   2.000   | 8402.000 / 9480.0  |     4      |    9.5694e-11    |               |
|     4202     |   2.000   | 8404.000 / 9480.0  |     3      |    2.0699e-09    |               |
|     4203     |   2.000   | 8406.000 / 9480.0  |     4      |    9.5769e-11    |               |
|     4204     |   2.000   | 8408.000 / 9480.0  |     3      |    2.1163e-09    |               |
|     4205     |   2.000   | 8410.000 / 9480.0  |     4      |    9.6301e-11    |               |
|     4206     |   2.000   | 8412.000 / 9480.0  |     3      |    2.1691e-09    |               |
|     4207     |   2.000   | 8414.000 / 9480.0  |     4      |    9.6820e-11    |               |
|     4208     |   2.000   | 8416.000 / 9480.0  |     3      |    2.2257e-09    |               |
|     4209     |   2.000   | 8418.000 / 9480.0  |     4      |    9.7505e-11    |               |
|     4210     |   2.000   | 8420.000 / 9480.0  |     3      |    2.2824e-09    |               |
|     4211     |   2.000   | 8422.000 / 9480.0  |     4      |    9.8604e-11    |               |
|     4212     |   2.000   | 8424.000 / 9480.0  |     3      |    2.3208e-09    |               |
|     4213     |   2.000   | 8426.000 / 9480.0  |     4      |    1.0264e-10    |               |
|     4214     |   2.000   | 8428.000 / 9480.0  |     3      |    2.2411e-09    |               |
|     4215     |   2.000   | 8430.000 / 9480.0  |     4      |    1.0264e-10    |               |
|     4216     |   2.000   | 8432.000 / 9480.0  |     3      |    2.2159e-09    |               |
|     4217     |   2.000   | 8434.000 / 9480.0  |     4      |    9.9833e-11    |               |
|     4218     |   2.000   | 8436.000 / 9480.0  |     3      |    2.1988e-09    |               |
|     4219     |   2.000   | 8438.000 / 9480.0  |     4      |    1.0187e-10    |               |
|     4220     |   2.000   | 8440.000 / 9480.0  |     3      |    2.2020e-09    |               |
|     4221     |   2.000   | 8442.000 / 9480.0  |     4      |    1.0127e-10    |               |
|     4222     |   2.000   | 8444.000 / 9480.0  |     3      |    2.2728e-09    |               |
|     4223     |   2.000   | 8446.000 / 9480.0  |     4      |    9.9522e-11    |               |
|     4224     |   2.000   | 8448.000 / 9480.0  |     3      |    2.3343e-09    |               |
|     4225     |   2.000   | 8450.000 / 9480.0  |     4      |    9.8216e-11    |               |
|     4226     |   2.000   | 8452.000 / 9480.0  |     3      |    2.4026e-09    |               |
|     4227     |   2.000   | 8454.000 / 9480.0  |     4      |    9.9452e-11    |               |
|     4228     |   2.000   | 8456.000 / 9480.0  |     3      |    2.4802e-09    |               |
|     4229     |   2.000   | 8458.000 / 9480.0  |     4      |    1.0033e-10    |               |
|     4230     |   2.000   | 8460.000 / 9480.0  |     3      |    2.5658e-09    |               |
|     4231     |   2.000   | 8462.000 / 9480.0  |     4      |    1.0151e-10    |               |
|     4232     |   2.000   | 8464.000 / 9480.0  |     3      |    2.6580e-09    |               |
|     4233     |   2.000   | 8466.000 / 9480.0  |     4      |    1.0289e-10    |               |
|     4234     |   2.000   | 8468.000 / 9480.0  |     3      |    2.7584e-09    |               |
|     4235     |   2.000   | 8470.000 / 9480.0  |     4      |    1.0428e-10    |               |
|     4236     |   2.000   | 8472.000 / 9480.0  |     3      |    2.8604e-09    |               |
|     4237     |   2.000   | 8474.000 / 9480.0  |     4      |    1.0598e-10    |               |
|     4238     |   2.000   | 8476.000 / 9480.0  |     3      |    2.9534e-09    |               |
|     4239     |   2.000   | 8478.000 / 9480.0  |     4      |    1.0723e-10    |               |
|     4240     |   2.000   | 8480.000 / 9480.0  |     3      |    3.0279e-09    |               |
|     4241     |   2.000   | 8482.000 / 9480.0  |     4      |    1.0628e-10    |               |
|     4242     |   2.000   | 8484.000 / 9480.0  |     3      |    2.9873e-09    |               |
|     4243     |   2.000   | 8486.000 / 9480.0  |     4      |    1.0622e-10    |               |
|     4244     |   2.000   | 8488.000 / 9480.0  |     3      |    3.0013e-09    |               |
|     4245     |   2.000   | 8490.000 / 9480.0  |     4      |    1.0422e-10    |               |
|     4246     |   2.000   | 8492.000 / 9480.0  |     3      |    2.9442e-09    |               |
|     4247     |   2.000   | 8494.000 / 9480.0  |     4      |    1.0435e-10    |               |
|     4248     |   2.000   | 8496.000 / 9480.0  |     3      |    2.8796e-09    |               |
|     4249     |   2.000   | 8498.000 / 9480.0  |     4      |    1.0342e-10    |               |
|     4250     |   2.000   | 8500.000 / 9480.0  |     3      |    2.8134e-09    |               |
|     4251     |   2.000   | 8502.000 / 9480.0  |     4      |    1.0209e-10    |               |
|     4252     |   2.000   | 8504.000 / 9480.0  |     3      |    2.7836e-09    |               |
|     4253     |   2.000   | 8506.000 / 9480.0  |     4      |    1.0059e-10    |               |
|     4254     |   2.000   | 8508.000 / 9480.0  |     3      |    2.7270e-09    |               |
|     4255     |   2.000   | 8510.000 / 9480.0  |     4      |    9.9740e-11    |               |
|     4256     |   2.000   | 8512.000 / 9480.0  |     3      |    2.6980e-09    |               |
|     4257     |   2.000   | 8514.000 / 9480.0  |     4      |    9.8022e-11    |               |
|     4258     |   2.000   | 8516.000 / 9480.0  |     3      |    2.6667e-09    |               |
|     4259     |   2.000   | 8518.000 / 9480.0  |     4      |    9.7074e-11    |               |
|     4260     |   2.000   | 8520.000 / 9480.0  |     3      |    2.6170e-09    |               |
|     4261     |   2.000   | 8522.000 / 9480.0  |     4      |    9.6986e-11    |               |
|     4262     |   2.000   | 8524.000 / 9480.0  |     3      |    2.5870e-09    |               |
|     4263     |   2.000   | 8526.000 / 9480.0  |     4      |    9.5551e-11    |               |
|     4264     |   2.000   | 8528.000 / 9480.0  |     3      |    2.5355e-09    |               |
|     4265     |   2.000   | 8530.000 / 9480.0  |     4      |    9.3924e-11    |               |
|     4266     |   2.000   | 8532.000 / 9480.0  |     3      |    2.5233e-09    |               |
|     4267     |   2.000   | 8534.000 / 9480.0  |     4      |    9.5063e-11    |               |
|     4268     |   2.000   | 8536.000 / 9480.0  |     3      |    2.4900e-09    |               |
|     4269     |   2.000   | 8538.000 / 9480.0  |     4      |    9.2038e-11    |               |
|     4270     |   2.000   | 8540.000 / 9480.0  |     3      |    2.4623e-09    |               |
|     4271     |   2.000   | 8542.000 / 9480.0  |     4      |    9.3409e-11    |               |
|     4272     |   2.000   | 8544.000 / 9480.0  |     3      |    2.4163e-09    |               |
|     4273     |   2.000   | 8546.000 / 9480.0  |     4      |    9.2423e-11    |               |
|     4274     |   2.000   | 8548.000 / 9480.0  |     3      |    2.3748e-09    |               |
|     4275     |   2.000   | 8550.000 / 9480.0  |     4      |    9.1400e-11    |               |
|     4276     |   2.000   | 8552.000 / 9480.0  |     3      |    2.3345e-09    |               |
|     4277     |   2.000   | 8554.000 / 9480.0  |     4      |    9.0362e-11    |               |
|     4278     |   2.000   | 8556.000 / 9480.0  |     3      |    2.2978e-09    |               |
|     4279     |   2.000   | 8558.000 / 9480.0  |     4      |    8.9476e-11    |               |
|     4280     |   2.000   | 8560.000 / 9480.0  |     3      |    2.2629e-09    |               |
|     4281     |   2.000   | 8562.000 / 9480.0  |     4      |    3.8782e-10    |               |
|     4282     |   2.000   | 8564.000 / 9480.0  |     3      |    2.2013e-09    |               |
|     4283     |   2.000   | 8566.000 / 9480.0  |     4      |    3.8761e-10    |               |
|     4284     |   2.000   | 8568.000 / 9480.0  |     3      |    2.1690e-09    |               |
|     4285     |   2.000   | 8570.000 / 9480.0  |     4      |    3.8748e-10    |               |
|     4286     |   2.000   | 8572.000 / 9480.0  |     3      |    2.1376e-09    |               |
|     4287     |   2.000   | 8574.000 / 9480.0  |     4      |    8.6714e-11    |               |
|     4288     |   2.000   | 8576.000 / 9480.0  |     3      |    2.1104e-09    |               |
|     4289     |   2.000   | 8578.000 / 9480.0  |     4      |    8.5934e-11    |               |
|     4290     |   2.000   | 8580.000 / 9480.0  |     3      |    2.0999e-09    |               |
|     4291     |   2.000   | 8582.000 / 9480.0  |     4      |    8.5806e-11    |               |
|     4292     |   2.000   | 8584.000 / 9480.0  |     3      |    2.1028e-09    |               |
|     4293     |   2.000   | 8586.000 / 9480.0  |     4      |    8.0222e-11    |               |
|     4294     |   2.000   | 8588.000 / 9480.0  |     3      |    2.1849e-09    |               |
|     4295     |   2.000   | 8590.000 / 9480.0  |     4      |    3.8738e-10    |               |
|     4296     |   2.000   | 8592.000 / 9480.0  |     3      |    2.2286e-09    |               |
|     4297     |   2.000   | 8594.000 / 9480.0  |     4      |    3.8791e-10    |               |
|     4298     |   2.000   | 8596.000 / 9480.0  |     3      |    2.2390e-09    |               |
|     4299     |   2.000   | 8598.000 / 9480.0  |     4      |    8.5037e-11    |               |
|     4300     |   2.000   | 8600.000 / 9480.0  |     3      |    2.3754e-09    |               |
|     4301     |   2.000   | 8602.000 / 9480.0  |     4      |    8.5933e-11    |               |
|     4302     |   2.000   | 8604.000 / 9480.0  |     3      |    2.3651e-09    |               |
|     4303     |   2.000   | 8606.000 / 9480.0  |     4      |    9.0616e-11    |               |
|     4304     |   2.000   | 8608.000 / 9480.0  |     3      |    2.5049e-09    |               |
|     4305     |   2.000   | 8610.000 / 9480.0  |     4      |    9.4899e-11    |               |
|     4306     |   2.000   | 8612.000 / 9480.0  |     3      |    2.4950e-09    |               |
|     4307     |   2.000   | 8614.000 / 9480.0  |     4      |    9.9741e-11    |               |
|     4308     |   2.000   | 8616.000 / 9480.0  |     3      |    2.4393e-09    |               |
|     4309     |   2.000   | 8618.000 / 9480.0  |     4      |    9.8904e-11    |               |
|     4310     |   2.000   | 8620.000 / 9480.0  |     3      |    2.4001e-09    |               |
|     4311     |   2.000   | 8622.000 / 9480.0  |     4      |    9.7982e-11    |               |
|     4312     |   2.000   | 8624.000 / 9480.0  |     3      |    2.3675e-09    |               |
|     4313     |   2.000   | 8626.000 / 9480.0  |     4      |    9.7046e-11    |               |
|     4314     |   2.000   | 8628.000 / 9480.0  |     3      |    2.3362e-09    |               |
|     4315     |   2.000   | 8630.000 / 9480.0  |     4      |    9.6207e-11    |               |
|     4316     |   2.000   | 8632.000 / 9480.0  |     3      |    2.3078e-09    |               |
|     4317     |   2.000   | 8634.000 / 9480.0  |     4      |    3.9045e-10    |               |
|     4318     |   2.000   | 8636.000 / 9480.0  |     3      |    2.2491e-09    |               |
|     4319     |   2.000   | 8638.000 / 9480.0  |     4      |    3.9050e-10    |               |
|     4320     |   2.000   | 8640.000 / 9480.0  |     3      |    2.2191e-09    |               |
|     4321     |   2.000   | 8642.000 / 9480.0  |     4      |    3.9069e-10    |               |
|     4322     |   2.000   | 8644.000 / 9480.0  |     3      |    2.1922e-09    |               |
|     4323     |   2.000   | 8646.000 / 9480.0  |     4      |    3.9090e-10    |               |
|     4324     |   2.000   | 8648.000 / 9480.0  |     3      |    2.1916e-09    |               |
|     4325     |   2.000   | 8650.000 / 9480.0  |     4      |    3.9066e-10    |               |
|     4326     |   2.000   | 8652.000 / 9480.0  |     3      |    2.1664e-09    |               |
|     4327     |   2.000   | 8654.000 / 9480.0  |     4      |    3.9086e-10    |               |
|     4328     |   2.000   | 8656.000 / 9480.0  |     3      |    2.2798e-09    |               |
|     4329     |   2.000   | 8658.000 / 9480.0  |     4      |    3.9012e-10    |               |
|     4330     |   2.000   | 8660.000 / 9480.0  |     3      |    2.3774e-09    |               |
|     4331     |   2.000   | 8662.000 / 9480.0  |     4      |    9.1694e-11    |               |
|     4332     |   2.000   | 8664.000 / 9480.0  |     3      |    2.4500e-09    |               |
|     4333     |   2.000   | 8666.000 / 9480.0  |     4      |    9.2586e-11    |               |
|     4334     |   2.000   | 8668.000 / 9480.0  |     3      |    2.4696e-09    |               |
|     4335     |   2.000   | 8670.000 / 9480.0  |     4      |    9.3470e-11    |               |
|     4336     |   2.000   | 8672.000 / 9480.0  |     3      |    2.5964e-09    |               |
|     4337     |   2.000   | 8674.000 / 9480.0  |     4      |    9.4682e-11    |               |
|     4338     |   2.000   | 8676.000 / 9480.0  |     3      |    2.7051e-09    |               |
|     4339     |   2.000   | 8678.000 / 9480.0  |     4      |    9.6387e-11    |               |
|     4340     |   2.000   | 8680.000 / 9480.0  |     3      |    2.8273e-09    |               |
|     4341     |   2.000   | 8682.000 / 9480.0  |     4      |    9.8236e-11    |               |
|     4342     |   2.000   | 8684.000 / 9480.0  |     3      |    2.9480e-09    |               |
|     4343     |   2.000   | 8686.000 / 9480.0  |     4      |    1.0033e-10    |               |
|     4344     |   2.000   | 8688.000 / 9480.0  |     3      |    3.0684e-09    |               |
|     4345     |   2.000   | 8690.000 / 9480.0  |     4      |    1.0230e-10    |               |
|     4346     |   2.000   | 8692.000 / 9480.0  |     3      |    3.1827e-09    |               |
|     4347     |   2.000   | 8694.000 / 9480.0  |     4      |    1.0481e-10    |               |
|     4348     |   2.000   | 8696.000 / 9480.0  |     3      |    3.3405e-09    |               |
|     4349     |   2.000   | 8698.000 / 9480.0  |     4      |    1.0650e-10    |               |
|     4350     |   2.000   | 8700.000 / 9480.0  |     3      |    3.4395e-09    |               |
|     4351     |   2.000   | 8702.000 / 9480.0  |     4      |    1.1318e-10    |               |
|     4352     |   2.000   | 8704.000 / 9480.0  |     3      |    3.5874e-09    |               |
|     4353     |   2.000   | 8706.000 / 9480.0  |     4      |    1.1616e-10    |               |
|     4354     |   2.000   | 8708.000 / 9480.0  |     3      |    3.6805e-09    |               |
|     4355     |   2.000   | 8710.000 / 9480.0  |     4      |    1.1614e-10    |               |
|     4356     |   2.000   | 8712.000 / 9480.0  |     3      |    3.6392e-09    |               |
|     4357     |   2.000   | 8714.000 / 9480.0  |     4      |    1.1769e-10    |               |
|     4358     |   2.000   | 8716.000 / 9480.0  |     3      |    3.5802e-09    |               |
|     4359     |   2.000   | 8718.000 / 9480.0  |     4      |    1.1543e-10    |               |
|     4360     |   2.000   | 8720.000 / 9480.0  |     3      |    3.5507e-09    |               |
|     4361     |   2.000   | 8722.000 / 9480.0  |     4      |    1.1416e-10    |               |
|     4362     |   2.000   | 8724.000 / 9480.0  |     3      |    3.5291e-09    |               |
|     4363     |   2.000   | 8726.000 / 9480.0  |     4      |    1.1424e-10    |               |
|     4364     |   2.000   | 8728.000 / 9480.0  |     3      |    3.6031e-09    |               |
|     4365     |   2.000   | 8730.000 / 9480.0  |     4      |    1.0871e-10    |               |
|     4366     |   2.000   | 8732.000 / 9480.0  |     3      |    3.7038e-09    |               |
