
+===============================================================================================+
|   ____    _    _____ _____   ___ _   _    ____    ___     _______         ____    ___   ___   |
|  / ___|  / \  |  ___| ____| |_ _| \ | |  / ___|  / \ \   / / ____| __   _|___ \  / _ \ / _ \  |
|  \___ \ / _ \ | |_  |  _|    | ||  \| | | |     / _ \ \ / /|  _|   \ \ / / __) || | | | | | | |
|   ___) / ___ \|  _| | |___   | || |\  | | |___ / ___ \ V / | |___   \ V / / __/ | |_| | |_| | |
|  |____/_/   \_\_|   |_____| |___|_| \_|  \____/_/   \_\_/  |_____|   \_/ |_____(_)___(_)___/  |
|                                                                                               |
+===============================================================================================+
|                                                                                               |
| Mesh info:                                                                                    |
+---------------+------------+------------------------------------------+-----------------------+
| # of elements | # of nodes | Location                                 |                       |
+---------------+------------+------------------------------------------+-----------------------+
| 32839         | 7474       | ../../../../grids/cavern_regular_1200_3D |                       |
+---------------+------------+------------------------------------------+-----------------------+
|                                                                                               |
| Partition(s) info:                                                                            |
+-------------+---------------+------------+----------------------------------------------------+
| Partition # | # of elements | # of nodes |                                                    |
+-------------+---------------+------------+----------------------------------------------------+
|      1      |     32839     |    7474    |                                                    |
+-------------+---------------+------------+----------------------------------------------------+
|                                                                                               |
| Solver info:                                                                                  |
+----------+---------+----------+--------+------------------------------------------------------+
| KSP_type | PC_type |   rtol   | max_it |                                                      |
+----------+---------+----------+--------+------------------------------------------------------+
|    cg    |   asm   | 1.0e-10  |  100   |                                                      |
+----------+---------+----------+--------+------------------------------------------------------+
|                                                                                               |
| Constitutive model:                                                                           |
+---------------+--------------------------------------------------+----------------------------+
| Element type  | List of elements                                 |                            |
+---------------+--------------------------------------------------+----------------------------+
| elastic       | spring                                           |                            |
| non-elastic   | kelvin, creep_dislocation, creep_pressure, desai |                            |
| thermoelastic |                                                  |                            |
+---------------+--------------------------------------------------+----------------------------+
|                                                                                               |
| Output info:                                                                                  |
+--------------------+------------------+-------------------------+-----------------------------+
| Location           | Field name       | Label name              |                             |
+--------------------+------------------+-------------------------+-----------------------------+
| output/case_leaching_linear_power_generation(180)_365days_SA_SIC_regular1200/operation | u                | Displacement (m)       |
| output/case_leaching_linear_power_generation(180)_365days_SA_SIC_regular1200/operation | eps_tot          | Total strain (-)       |
| output/case_leaching_linear_power_generation(180)_365days_SA_SIC_regular1200/operation | eps_vp           | Viscoplastic strain (-)|
| output/case_leaching_linear_power_generation(180)_365days_SA_SIC_regular1200/operation | alpha            | Hardening parameter (-)|
| output/case_leaching_linear_power_generation(180)_365days_SA_SIC_regular1200/operation | Fvp              | Yield function (-)     |
| output/case_leaching_linear_power_generation(180)_365days_SA_SIC_regular1200/operation | p_elems          | Mean stress (Pa)       |
| output/case_leaching_linear_power_generation(180)_365days_SA_SIC_regular1200/operation | q_elems          | Von Mises stress (Pa)  |
| output/case_leaching_linear_power_generation(180)_365days_SA_SIC_regular1200/operation | sig              | Stress (Pa)            |
+--------------------+------------------+-------------------------+-----------------------------+
|                                                                                               |
+--------------+-----------+--------------------+------------+------------------+---------------+
| Step counter | dt (hour) | t / t_final (hour) | # of iters | Non-linear error |               |
|     1168     |   1.000   | 2148.000 / 9480.0  |     3      |    6.1163e-09    |               |
|     1169     |   1.000   | 2149.000 / 9480.0  |     3      |    3.8304e-09    |               |
|     1170     |   1.000   | 2150.000 / 9480.0  |     3      |    5.4408e-09    |               |
|     1171     |   1.000   | 2151.000 / 9480.0  |     3      |    3.5183e-09    |               |
|     1172     |   1.000   | 2152.000 / 9480.0  |     3      |    4.8531e-09    |               |
|     1173     |   1.000   | 2153.000 / 9480.0  |     3      |    3.2302e-09    |               |
|     1174     |   1.000   | 2154.000 / 9480.0  |     3      |    4.3404e-09    |               |
|     1175     |   1.000   | 2155.000 / 9480.0  |     3      |    2.9654e-09    |               |
|     1176     |   1.000   | 2156.000 / 9480.0  |     3      |    3.8919e-09    |               |
|     1177     |   1.000   | 2157.000 / 9480.0  |     3      |    2.7229e-09    |               |
|     1178     |   1.000   | 2158.000 / 9480.0  |     3      |    3.4985e-09    |               |
|     1179     |   1.000   | 2159.000 / 9480.0  |     3      |    2.5012e-09    |               |
|     1180     |   2.000   | 2161.000 / 9480.0  |     4      |    1.4230e-12    |               |
|     1181     |   2.000   | 2163.000 / 9480.0  |     3      |    8.4197e-09    |               |
|     1182     |   2.000   | 2165.000 / 9480.0  |     4      |    1.0596e-12    |               |
|     1183     |   2.000   | 2167.000 / 9480.0  |     3      |    7.1932e-09    |               |
|     1184     |   2.000   | 2169.000 / 9480.0  |     3      |    8.3916e-09    |               |
|     1185     |   2.000   | 2171.000 / 9480.0  |     3      |    6.1728e-09    |               |
|     1186     |   2.000   | 2173.000 / 9480.0  |     3      |    7.0731e-09    |               |
|     1187     |   2.000   | 2175.000 / 9480.0  |     3      |    5.3250e-09    |               |
|     1188     |   2.000   | 2177.000 / 9480.0  |     3      |    6.0132e-09    |               |
|     1189     |   2.000   | 2179.000 / 9480.0  |     3      |    4.6205e-09    |               |
|     1190     |   2.000   | 2181.000 / 9480.0  |     3      |    5.1556e-09    |               |
|     1191     |   2.000   | 2183.000 / 9480.0  |     3      |    4.0344e-09    |               |
|     1192     |   2.000   | 2185.000 / 9480.0  |     3      |    4.4570e-09    |               |
|     1193     |   2.000   | 2187.000 / 9480.0  |     3      |    3.5459e-09    |               |
|     1194     |   2.000   | 2189.000 / 9480.0  |     3      |    3.8847e-09    |               |
|     1195     |   2.000   | 2191.000 / 9480.0  |     3      |    3.1377e-09    |               |
|     1196     |   2.000   | 2193.000 / 9480.0  |     3      |    3.4131e-09    |               |
|     1197     |   2.000   | 2195.000 / 9480.0  |     3      |    2.7955e-09    |               |
|     1198     |   2.000   | 2197.000 / 9480.0  |     3      |    3.0224e-09    |               |
|     1199     |   2.000   | 2199.000 / 9480.0  |     3      |    2.5078e-09    |               |
|     1200     |   2.000   | 2201.000 / 9480.0  |     3      |    2.6970e-09    |               |
|     1201     |   2.000   | 2203.000 / 9480.0  |     3      |    2.2651e-09    |               |
|     1202     |   2.000   | 2205.000 / 9480.0  |     3      |    2.4246e-09    |               |
|     1203     |   2.000   | 2207.000 / 9480.0  |     3      |    2.0596e-09    |               |
|     1204     |   2.000   | 2209.000 / 9480.0  |     3      |    2.1954e-09    |               |
|     1205     |   2.000   | 2211.000 / 9480.0  |     3      |    1.8849e-09    |               |
|     1206     |   2.000   | 2213.000 / 9480.0  |     3      |    2.0016e-09    |               |
|     1207     |   2.000   | 2215.000 / 9480.0  |     3      |    1.7360e-09    |               |
|     1208     |   2.000   | 2217.000 / 9480.0  |     3      |    1.8370e-09    |               |
|     1209     |   2.000   | 2219.000 / 9480.0  |     3      |    1.6085e-09    |               |
|     1210     |   2.000   | 2221.000 / 9480.0  |     3      |    1.6965e-09    |               |
|     1211     |   2.000   | 2223.000 / 9480.0  |     3      |    1.4989e-09    |               |
|     1212     |   2.000   | 2225.000 / 9480.0  |     3      |    1.5761e-09    |               |
|     1213     |   2.000   | 2227.000 / 9480.0  |     3      |    1.4045e-09    |               |
|     1214     |   2.000   | 2229.000 / 9480.0  |     3      |    1.4724e-09    |               |
|     1215     |   2.000   | 2231.000 / 9480.0  |     3      |    1.3227e-09    |               |
|     1216     |   2.000   | 2233.000 / 9480.0  |     3      |    1.3828e-09    |               |
|     1217     |   2.000   | 2235.000 / 9480.0  |     3      |    1.2518e-09    |               |
|     1218     |   2.000   | 2237.000 / 9480.0  |     3      |    1.3051e-09    |               |
|     1219     |   2.000   | 2239.000 / 9480.0  |     3      |    1.1901e-09    |               |
|     1220     |   2.000   | 2241.000 / 9480.0  |     3      |    1.2375e-09    |               |
|     1221     |   2.000   | 2243.000 / 9480.0  |     3      |    1.1363e-09    |               |
|     1222     |   2.000   | 2245.000 / 9480.0  |     3      |    1.1787e-09    |               |
|     1223     |   2.000   | 2247.000 / 9480.0  |     3      |    1.0892e-09    |               |
|     1224     |   2.000   | 2249.000 / 9480.0  |     3      |    1.1273e-09    |               |
|     1225     |   2.000   | 2251.000 / 9480.0  |     3      |    1.0481e-09    |               |
|     1226     |   2.000   | 2253.000 / 9480.0  |     3      |    1.0825e-09    |               |
|     1227     |   2.000   | 2255.000 / 9480.0  |     3      |    1.0119e-09    |               |
|     1228     |   2.000   | 2257.000 / 9480.0  |     3      |    1.0433e-09    |               |
|     1229     |   2.000   | 2259.000 / 9480.0  |     3      |    9.8025e-10    |               |
|     1230     |   2.000   | 2261.000 / 9480.0  |     3      |    1.0087e-09    |               |
|     1231     |   2.000   | 2263.000 / 9480.0  |     3      |    9.5238e-10    |               |
|     1232     |   2.000   | 2265.000 / 9480.0  |     3      |    9.7830e-10    |               |
|     1233     |   2.000   | 2267.000 / 9480.0  |     3      |    9.2772e-10    |               |
|     1234     |   2.000   | 2269.000 / 9480.0  |     3      |    9.5165e-10    |               |
|     1235     |   2.000   | 2271.000 / 9480.0  |     3      |    9.0630e-10    |               |
|     1236     |   2.000   | 2273.000 / 9480.0  |     3      |    9.2808e-10    |               |
|     1237     |   2.000   | 2275.000 / 9480.0  |     3      |    8.8764e-10    |               |
|     1238     |   2.000   | 2277.000 / 9480.0  |     3      |    9.0695e-10    |               |
|     1239     |   2.000   | 2279.000 / 9480.0  |     3      |    8.7122e-10    |               |
|     1240     |   2.000   | 2281.000 / 9480.0  |     3      |    8.8790e-10    |               |
|     1241     |   2.000   | 2283.000 / 9480.0  |     3      |    8.5689e-10    |               |
|     1242     |   2.000   | 2285.000 / 9480.0  |     3      |    8.7048e-10    |               |
|     1243     |   2.000   | 2287.000 / 9480.0  |     3      |    8.4419e-10    |               |
|     1244     |   2.000   | 2289.000 / 9480.0  |     3      |    8.5457e-10    |               |
|     1245     |   2.000   | 2291.000 / 9480.0  |     3      |    8.3297e-10    |               |
|     1246     |   2.000   | 2293.000 / 9480.0  |     3      |    8.4046e-10    |               |
|     1247     |   2.000   | 2295.000 / 9480.0  |     3      |    8.2295e-10    |               |
|     1248     |   2.000   | 2297.000 / 9480.0  |     3      |    8.2821e-10    |               |
|     1249     |   2.000   | 2299.000 / 9480.0  |     3      |    8.1435e-10    |               |
|     1250     |   2.000   | 2301.000 / 9480.0  |     3      |    8.1792e-10    |               |
|     1251     |   2.000   | 2303.000 / 9480.0  |     3      |    8.0726e-10    |               |
|     1252     |   2.000   | 2305.000 / 9480.0  |     3      |    8.0939e-10    |               |
|     1253     |   2.000   | 2307.000 / 9480.0  |     3      |    8.0144e-10    |               |
|     1254     |   2.000   | 2309.000 / 9480.0  |     3      |    8.0241e-10    |               |
|     1255     |   2.000   | 2311.000 / 9480.0  |     3      |    7.9685e-10    |               |
|     1256     |   2.000   | 2313.000 / 9480.0  |     3      |    7.9664e-10    |               |
|     1257     |   2.000   | 2315.000 / 9480.0  |     3      |    7.9349e-10    |               |
|     1258     |   2.000   | 2317.000 / 9480.0  |     3      |    7.9211e-10    |               |
|     1259     |   2.000   | 2319.000 / 9480.0  |     3      |    7.9120e-10    |               |
|     1260     |   2.000   | 2321.000 / 9480.0  |     3      |    7.8904e-10    |               |
|     1261     |   2.000   | 2323.000 / 9480.0  |     3      |    7.9006e-10    |               |
|     1262     |   2.000   | 2325.000 / 9480.0  |     3      |    7.8778e-10    |               |
|     1263     |   2.000   | 2327.000 / 9480.0  |     3      |    7.9003e-10    |               |
|     1264     |   2.000   | 2329.000 / 9480.0  |     3      |    7.8819e-10    |               |
|     1265     |   2.000   | 2331.000 / 9480.0  |     3      |    7.9105e-10    |               |
|     1266     |   2.000   | 2333.000 / 9480.0  |     3      |    8.8284e-10    |               |
|     1267     |   2.000   | 2335.000 / 9480.0  |     3      |    7.9300e-10    |               |
|     1268     |   2.000   | 2337.000 / 9480.0  |     3      |    9.6223e-10    |               |
|     1269     |   2.000   | 2339.000 / 9480.0  |     3      |    7.9555e-10    |               |
|     1270     |   2.000   | 2341.000 / 9480.0  |     3      |    9.2767e-10    |               |
|     1271     |   2.000   | 2343.000 / 9480.0  |     3      |    7.9855e-10    |               |
|     1272     |   2.000   | 2345.000 / 9480.0  |     3      |    9.1131e-10    |               |
|     1273     |   2.000   | 2347.000 / 9480.0  |     3      |    8.8552e-10    |               |
|     1274     |   2.000   | 2349.000 / 9480.0  |     3      |    1.0145e-09    |               |
|     1275     |   2.000   | 2351.000 / 9480.0  |     3      |    8.7557e-10    |               |
|     1276     |   2.000   | 2353.000 / 9480.0  |     3      |    9.5093e-10    |               |
|     1277     |   2.000   | 2355.000 / 9480.0  |     3      |    9.1115e-10    |               |
|     1278     |   2.000   | 2357.000 / 9480.0  |     3      |    9.0242e-10    |               |
|     1279     |   2.000   | 2359.000 / 9480.0  |     3      |    8.9283e-10    |               |
|     1280     |   2.000   | 2361.000 / 9480.0  |     3      |    1.0803e-09    |               |
|     1281     |   2.000   | 2363.000 / 9480.0  |     3      |    8.8617e-10    |               |
|     1282     |   2.000   | 2365.000 / 9480.0  |     3      |    1.0659e-09    |               |
|     1283     |   2.000   | 2367.000 / 9480.0  |     3      |    9.4523e-10    |               |
|     1284     |   2.000   | 2369.000 / 9480.0  |     3      |    1.1014e-09    |               |
|     1285     |   2.000   | 2371.000 / 9480.0  |     3      |    9.5085e-10    |               |
|     1286     |   2.000   | 2373.000 / 9480.0  |     3      |    1.0562e-09    |               |
|     1287     |   2.000   | 2375.000 / 9480.0  |     3      |    9.6193e-10    |               |
|     1288     |   2.000   | 2377.000 / 9480.0  |     3      |    1.0870e-09    |               |
|     1289     |   2.000   | 2379.000 / 9480.0  |     3      |    1.2309e-09    |               |
|     1290     |   2.000   | 2381.000 / 9480.0  |     3      |    2.5573e-09    |               |
|     1291     |   2.000   | 2383.000 / 9480.0  |     3      |    1.2995e-09    |               |
|     1292     |   2.000   | 2385.000 / 9480.0  |     3      |    1.4926e-09    |               |
|     1293     |   2.000   | 2387.000 / 9480.0  |     3      |    1.2906e-09    |               |
|     1294     |   2.000   | 2389.000 / 9480.0  |     3      |    1.4822e-09    |               |
|     1295     |   2.000   | 2391.000 / 9480.0  |     3      |    1.2820e-09    |               |
|     1296     |   2.000   | 2393.000 / 9480.0  |     3      |    1.4721e-09    |               |
|     1297     |   2.000   | 2395.000 / 9480.0  |     3      |    1.2735e-09    |               |
|     1298     |   2.000   | 2397.000 / 9480.0  |     3      |    1.4619e-09    |               |
|     1299     |   2.000   | 2399.000 / 9480.0  |     3      |    1.2652e-09    |               |
|     1300     |   2.000   | 2401.000 / 9480.0  |     3      |    1.4520e-09    |               |
|     1301     |   2.000   | 2403.000 / 9480.0  |     3      |    1.2571e-09    |               |
|     1302     |   2.000   | 2405.000 / 9480.0  |     3      |    1.4422e-09    |               |
|     1303     |   2.000   | 2407.000 / 9480.0  |     3      |    1.2492e-09    |               |
|     1304     |   2.000   | 2409.000 / 9480.0  |     3      |    1.4325e-09    |               |
|     1305     |   2.000   | 2411.000 / 9480.0  |     3      |    1.2414e-09    |               |
|     1306     |   2.000   | 2413.000 / 9480.0  |     3      |    1.4229e-09    |               |
|     1307     |   2.000   | 2415.000 / 9480.0  |     3      |    1.2338e-09    |               |
|     1308     |   2.000   | 2417.000 / 9480.0  |     3      |    1.4134e-09    |               |
|     1309     |   2.000   | 2419.000 / 9480.0  |     3      |    1.2827e-09    |               |
|     1310     |   2.000   | 2421.000 / 9480.0  |     3      |    1.4040e-09    |               |
|     1311     |   2.000   | 2423.000 / 9480.0  |     3      |    1.3024e-09    |               |
|     1312     |   2.000   | 2425.000 / 9480.0  |     3      |    1.4278e-09    |               |
|     1313     |   2.000   | 2427.000 / 9480.0  |     3      |    1.2934e-09    |               |
|     1314     |   2.000   | 2429.000 / 9480.0  |     3      |    1.4182e-09    |               |
|     1315     |   2.000   | 2431.000 / 9480.0  |     3      |    1.3395e-09    |               |
|     1316     |   2.000   | 2433.000 / 9480.0  |     3      |    1.4106e-09    |               |
|     1317     |   2.000   | 2435.000 / 9480.0  |     3      |    1.3805e-09    |               |
|     1318     |   2.000   | 2437.000 / 9480.0  |     3      |    1.4014e-09    |               |
|     1319     |   2.000   | 2439.000 / 9480.0  |     3      |    1.3917e-09    |               |
|     1320     |   2.000   | 2441.000 / 9480.0  |     3      |    1.3922e-09    |               |
|     1321     |   2.000   | 2443.000 / 9480.0  |     3      |    1.3798e-09    |               |
|     1322     |   2.000   | 2445.000 / 9480.0  |     3      |    1.3832e-09    |               |
|     1323     |   2.000   | 2447.000 / 9480.0  |     3      |    1.3685e-09    |               |
|     1324     |   2.000   | 2449.000 / 9480.0  |     3      |    1.3743e-09    |               |
|     1325     |   2.000   | 2451.000 / 9480.0  |     3      |    1.3575e-09    |               |
|     1326     |   2.000   | 2453.000 / 9480.0  |     3      |    1.3655e-09    |               |
|     1327     |   2.000   | 2455.000 / 9480.0  |     3      |    1.3471e-09    |               |
|     1328     |   2.000   | 2457.000 / 9480.0  |     3      |    1.3567e-09    |               |
|     1329     |   2.000   | 2459.000 / 9480.0  |     3      |    1.3371e-09    |               |
|     1330     |   2.000   | 2461.000 / 9480.0  |     3      |    1.3480e-09    |               |
|     1331     |   2.000   | 2463.000 / 9480.0  |     3      |    1.3276e-09    |               |
|     1332     |   2.000   | 2465.000 / 9480.0  |     3      |    1.3395e-09    |               |
|     1333     |   2.000   | 2467.000 / 9480.0  |     3      |    1.3185e-09    |               |
|     1334     |   2.000   | 2469.000 / 9480.0  |     3      |    1.3310e-09    |               |
|     1335     |   2.000   | 2471.000 / 9480.0  |     3      |    1.3097e-09    |               |
